node_id,x_in,y_in,ux_in,uy_in,vm_psi
0,1.31868005,3.85714006,0.00704251928,-0.00289780996,33037.8112
1,0.978020012,3.51647997,0.00620305305,-0.00259118713,13639.2178
2,1.83517003,4,0.00800269097,-0.00303017977,41583.0482
3,2.3626399,3.84614992,0.00897291396,-0.00272232806,29674.0111
4,2.72527003,3.47252989,0.00983012281,-0.00230760151,11478.0755
5,2.81813002,3.08704996,0.0103096599,-0.00210622628,8421.00895
6,2.84614992,2.54944992,0.0107523659,-0.00188896421,8956.0516
7,2.84614992,0.796705008,0.0115356902,-0.00134976627,7061.94458
8,2.84614992,-0.956040025,0.0118233701,-0.000823661685,7542.33496
9,2.65584993,-2.50444007,0.0115944408,-0.000234849431,8414.32227
10,2.33874369,-3.12816095,0.0112329992,0.00019498686,7260.40869
11,1.84881997,-3.62972999,0.010584753,0.000783014111,13711.279
12,0.96897614,-4.03311729,0.00936474185,0.00187062402,24529.4883
13,0,-4.13186979,0.00806663278,0.00257544662,30120.5859
14,-1.2967,-3.93407011,0.00635011168,0.00208320795,26116.2005
15,-2.14585996,-3.37652993,0.00509693334,0.00132791058,10575.6357
16,-2.7033,-2.39560008,0.00423712423,0.000685552252,6733.82609
17,-2.84614992,-1.41758001,0.00387130002,0.000261505949,11081.381
18,-2.79273081,-1.04704511,0.00378521252,9.64994397e-05,11689.5299
19,-2.60439992,-0.725269973,0.00372790266,-8.79271247e-05,10711.0046
20,-2.28724694,-0.519963264,0.00368342851,-0.000292691606,8165.03711
21,-1.91208994,-0.461540014,0.00361677818,-0.000510857441,5437.47888
22,-1.64279878,-0.494008303,0.00354506145,-0.000668948749,3825.38786
23,-1.39559996,-0.604399979,0.00345237576,-0.000812107173,1977.21464
24,-1.12550998,-0.969079971,0.00322921248,-0.00097180513,324.917013
25,-0.959100008,-1.51723003,0.00292771566,-0.0010680405,118.490245
26,-0.663150012,-2.28828001,0.00251202658,-0.00122942938,38.1169338
27,-0.387745649,-2.4908731,0.0024029573,-0.00137823017,26.7704315
28,-0.0439600013,-2.53846002,0.00237754872,-0.00156359549,24.7704951
29,0.354708642,-2.46836257,0.00241564563,-0.00177851773,27.50138
30,0.64835,-2.19779992,0.00256163953,-0.00193642313,36.3492985
31,0.835160017,-1.23076999,0.00308247935,-0.00203532376,97.6275698
32,0.835160017,0.659340024,0.00405518385,-0.00204993575,1556.92487
33,0.835160017,2.54944992,0.00513341976,-0.00226279278,4435.87451
34,0.851719975,3.11056995,0.00562919257,-0.00239725015,5233.07926
35,28.0327873,-5,0.0160014052,0.0032581354,4999.97428
36,26.0655746,-5,0.0156623293,0.00293523935,4999.49561
37,25.0819664,-5,0.0154928118,0.00277381227,4998.7959
38,23.1147537,-5,0.0151538905,0.00245099957,4995.87061
39,21.147541,-5,0.014815324,0.00212816754,4989.30485
40,19.1803284,-5,0.0144775026,0.00180488231,4978.06934
41,17.2131157,-5,0.0141409738,0.00147989858,4960.09554
42,16.2295074,-5,0.0139731709,0.00131596124,4956.75716
43,14.2622948,-5,0.0136379115,0.000982127618,4978.42334
44,12.2950821,-5,0.0132978121,0.000633896736,5143.87288
45,10.3278685,-5,0.0129334917,0.000263383699,5704.23128
46,8.36065578,-5,0.0124957627,-0.000121853744,7216.85221
47,7.37704897,-5,0.0122232521,-0.000302838889,8568.60189
48,5.40983629,-5,0.0114728827,-0.000540681765,12969.8757
49,3.4426229,-5,0.0102772592,-0.00022734642,18986.8314
50,1.47540987,-5,0.00874705799,0.00148617267,20484.8919
51,-0.491803288,-5,0.0076216748,0.00280436641,23499.502
52,-1.47540987,-5,0.00706348103,0.00223553763,21606.8027
53,-3.4426229,-5,0.00578181166,0.000667225337,16705.3594
54,-5.40983629,-5,0.00469824765,0.000156992886,12316.1654
55,-7.37704897,-5,0.00402663928,0.000111359681,7738.7972
56,-8.36065578,-5,0.00378067209,0.000137057446,6607.38021
57,-10.3278685,-5,0.00337274116,0.000192780892,5466.57682
58,-12.2950821,-5,0.00301839295,0.00022998752,5075.29769
59,-14.2622948,-5,0.00268008653,0.000248589495,4972.04167
60,-16.2295074,-5,0.00234435243,0.000256527826,4962.25863
61,-17.2131157,-5,0.00217629736,0.000258464686,4962.95378
62,-19.1803284,-5,0.00183994719,0.000260646862,4963.70768
63,-21.147541,-5,0.00150440109,0.000261625857,4936.88688
64,-23.1147537,-5,0.00117229321,0.00026015719,4877.95312
65,-25.0819664,-5,0.000846550975,0.000250106939,4791.25488
66,-26.0655746,-5,0.000686441141,0.000237572211,4744.10531
67,-28.0327873,-5,0.000367267523,0.000178561342,4969.23649
68,30,-5,0.0163404942,0.00358106918,5000.00586
69,-30,-5,3.46555571e-33,1.50320289e-33,5971.65479
70,30,3.18181825,0.0149972504,0.00315795396,4999.9943
71,30,1.36363637,0.0152957682,0.00325197773,5000.10758
72,30,0.454545468,0.015445021,0.00329899415,5000.146
73,30,-1.36363637,0.0157435257,0.0033930277,5000.10482
74,30,-3.18181825,0.0160420183,0.00348705077,4999.99316
75,30,5,0.0146987168,0.00306393555,5000.00537
76,-28.0327873,5,0.000367304223,-0.000178574075,4969.53141
77,-26.0655746,5,0.000686571293,-0.000237602086,4744.75146
78,-25.0819664,5,0.000846674142,-0.000250180427,4789.82259
79,-23.1147537,5,0.00117231777,-0.000260181172,4875.28678
80,-21.147541,5,0.00150444033,-0.000261730835,4936.95426
81,-19.1803284,5,0.001840021,-0.000260764384,4963.90267
82,-17.2131157,5,0.00217639422,-0.000258615444,4963.27669
83,-16.2295074,5,0.00234446838,-0.000256703352,4962.76253
84,-14.2622948,5,0.00268029282,-0.000248910073,4973.14583
85,-12.2950821,5,0.00301872869,-0.000231027807,5072.73275
86,-10.3278685,5,0.00337203802,-0.000197038593,5423.54867
87,-8.36065578,5,0.00376977795,-0.00014978314,6319.48844
88,-7.37704897,5,0.00400003418,-0.000131516746,7108.44954
89,-5.40983629,5,0.00456908112,-0.000158361116,9305.33887
90,-3.4426229,5,0.00533000892,-0.000396899093,11893.415
91,-1.47540987,5,0.00629583653,-0.00104164518,14295.2819
92,0.491803288,5,0.00746159488,-0.00240895059,16776.7908
93,1.47540987,5,0.00785493944,-0.00321724406,15461.4854
94,3.4426229,5,0.00863306317,-0.00193774118,17770.1176
95,5.40983629,5,0.00981747359,-0.00091227988,14454.105
96,7.37704897,5,0.0105811423,-0.000480906194,8733.4891
97,8.36065578,5,0.0108547006,-0.000336857047,7222.51383
98,10.3278685,5,0.0112919807,-7.77875175e-05,5699.88721
99,12.2950821,5,0.0116560794,0.000197574554,5143.14795
100,14.2622948,5,0.0119961388,0.000495308137,4978.30566
101,16.2295074,5,0.0123313926,0.00080742524,4956.74007
102,17.2131157,5,0.0124991955,0.000966462074,4960.08903
103,19.1803284,5,0.0128357243,0.00128742505,4978.05632
104,21.147541,5,0.0131735448,0.00161008758,4989.28141
105,23.1147537,5,0.0135121141,0.0019331954,4995.93913
106,25.0819664,5,0.0138510363,0.0022563308,4998.80387
107,26.0655746,5,0.0140205519,0.00241787662,4999.49235
108,28.0327873,5,0.0143596279,0.00274092495,4999.97217
109,-30,5,3.46594105e-33,-1.50339042e-33,5972.30127
110,-30,-3.18181825,4.34248699e-33,5.0128401e-34,4606.67139
111,-30,-1.36363637,4.23740734e-33,2.14610899e-34,4309.38802
112,-30,-0.454545468,4.25559812e-33,1.73644235e-35,4267.396
113,-30,1.36363637,4.23897553e-33,-2.13894077e-34,4310.70426
114,-30,3.18181825,4.34161859e-33,-5.00273268e-34,4606.04313
115,-28.3166332,3.40010118,0.000273450452,-9.26729626e-05,4870.00236
116,-26.4938011,3.52829146,0.00058833533,-0.0001570717,4937.19621
117,-24.9444771,3.42141461,0.000852115976,-0.000172186221,4953.29014
118,-23.0051117,3.48953605,0.00118440203,-0.000183408294,4964.51719
119,-21.1965599,3.33444548,0.00149406015,-0.000176128975,4985.49422
120,-19.3305855,3.1997633,0.00181478949,-0.000168064027,4994.11743
121,-17.6147575,3.4693563,0.00210984447,-0.000180402887,4989.33773
122,-16.1246567,3.36068964,0.00236647273,-0.000172138039,4994.02715
123,-14.1536627,3.26824284,0.00270665064,-0.00015950395,5001.64771
