node_id,x_in,y_in,ux_in,uy_in,vm_psi
0,1.99661636,0.883710325,0.0078073442,-0.000161310978,5011.1818
1,1.83643222,1.79215956,0.00754859345,-0.000378152996,6086.94586
2,1.28557527,2.53208899,0.00704358285,-0.000669044384,11352.5848
3,-0.461231738,2.94608974,0.00567581644,-0.000896428886,16627.5967
4,-1.28557527,2.53208899,0.00498783449,-0.000670845155,11412.325
5,-1.83643222,1.79215956,0.00448266882,-0.000375858363,6191.37146
6,-1.99661636,0.883710325,0.00421348168,-0.000166725804,4307.35565
7,1.73205078,0,0.00784047134,1.0490452e-05,5686.90967
8,-1.73205078,0,0.00419027032,-4.88303431e-06,5687.68115
9,-1.99661636,-0.883710325,0.00422328524,0.000166977945,5011.8693
10,-1.83643222,-1.79215956,0.00448170118,0.000383939245,6077.992
11,-1.28557527,-2.53208899,0.00498663448,0.000675186049,11349.4531
12,-0.461231738,-2.94608974,0.0056740623,0.00090155832,16621.6468
13,1.28557527,-2.53208899,0.00704331696,0.000676339667,11403.3496
14,1.83643222,-1.79215956,0.00754827494,0.0003814511,6188.96277
15,1.99661636,-0.883710325,0.00781734753,0.00017234002,4306.6825
16,28.0327873,-5,0.0117163956,0.000264924573,5000.01465
17,26.0655746,-5,0.0113773094,0.000264868402,4999.85449
18,24.0983601,-5,0.0110382494,0.000264843547,4999.18717
19,22.1311474,-5,0.0106992777,0.000264850998,4997.3501
20,20.1639347,-5,0.0103605287,0.000264826114,4993.257
21,18.196722,-5,0.0100222388,0.000264495844,4985.9388
22,16.2295074,-5,0.00968468003,0.000263082737,4977.04248
23,14.2622948,-5,0.00934775267,0.000258832559,4978.38835
24,12.2950821,-5,0.00900969375,0.000248633616,5028.25228
25,10.3278685,-5,0.00866393093,0.000228541656,5224.56087
26,8.36065578,-5,0.00829269178,0.000198405367,5773.57292
27,6.39344263,-5,0.00785794947,0.000178504881,6968.90527
28,4.42622948,-5,0.00730150379,0.000252151804,8906.1875
29,2.45901632,-5,0.00663116435,0.000591094082,9618.24056
30,-0.491803288,-5,0.00592167675,0.00107662729,7206.77767
31,-2.45901632,-5,0.00540137012,0.00058815605,9620.65267
32,-4.42622948,-5,0.00473086257,0.000248814089,8902.17529
33,-6.39344263,-5,0.00417395821,0.000174082335,6976.8846
34,-8.36065578,-5,0.00373865571,0.000193492117,5776.38021
35,-10.3278685,-5,0.00336713158,0.000223319177,5226.67952
36,-12.2950821,-5,0.0030212549,0.000243374234,5028.73584
37,-14.2622948,-5,0.00268316851,0.000253679231,4978.27002
38,-16.2295074,-5,0.00234628422,0.000258212385,4974.55143
39,-18.196722,-5,0.00200914731,0.000260250876,4974.51074
40,-20.1639347,-5,0.00167242612,0.00026142667,4958.98991
41,-22.1311474,-5,0.00133796758,0.000261470937,4914.87598
42,-24.0983601,-5,0.00100859266,0.000256923347,4836.85384
43,-26.0655746,-5,0.000686796848,0.000237618733,4760.47819
44,-28.0327873,-5,0.000367428991,0.000178496062,4957.94694
45,30,-5,0.0120554836,0.00026499579,5000.00391
46,-30,-5,3.4652949e-33,1.50277218e-33,5971.47266
47,30,3.18181825,0.0120551176,-0.000158089693,4999.99007
48,30,1.36363637,0.0120552136,-6.40712024e-05,5000.01611
49,30,0.454545468,0.0120552583,-1.70611765e-05,5000.01693
50,30,-1.36363637,0.0120553412,7.69588441e-05,5000.0127
51,30,-3.18181825,0.0120554166,0.00017097719,4999.98975
52,30,5,0.0120550152,-0.000252108322,5000.00391
53,-28.0327873,5,0.000367106695,-0.000178565708,4957.6473
54,-26.0655746,5,0.000686644809,-0.000237718225,4759.71403
55,-24.0983601,5,0.00100829487,-0.000256783154,4837.67871
56,-22.1311474,5,0.00133774895,-0.000261142646,4915.64323
57,-20.1639347,5,0.00167224288,-0.00026102722,4959.22998
58,-18.196722,5,0.00200897618,-0.000259782217,4974.67643
59,-16.2295074,5,0.0023461252,-0.000257676147,4974.71859
60,-14.2622948,5,0.00268302974,-0.000253073813,4978.73877
61,-12.2950821,5,0.00302115199,-0.000242751237,5029.00602
62,-10.3278685,5,0.00336697116,-0.000222651914,5225.12988
63,-8.36065578,5,0.00373824732,-0.000192557476,5773.96077
64,-6.39344263,5,0.00417301618,-0.000172721542,6969.1971
65,-4.42622948,5,0.00472947629,-0.000246451265,8906.21924
66,-2.45901632,5,0.00539979152,-0.000585499511,9617.37956
67,0.491803288,5,0.00610908121,-0.0010709312,7200.9554
68,2.45901632,5,0.00662937481,-0.000582345703,9620.2041
69,4.42622948,5,0.00729986094,-0.000243079543,8901.49512
70,6.39344263,5,0.0078567164,-0.000168321363,6976.37012
71,8.36065578,5,0.00829198398,-0.000187673053,5775.95264
72,10.3278685,5,0.00866346993,-0.000217421519,5226.10824
73,12.2950821,5,0.00900929049,-0.000237350439,5027.99251
74,14.2622948,5,0.00934731588,-0.000247414719,4977.93783
75,16.2295074,5,0.00968422554,-0.000251480436,4976.91911
76,18.196722,5,0.0100217769,-0.000252713595,4985.85335
77,20.1639347,5,0.0103600612,-0.000252862606,4993.21452
78,22.1311474,5,0.0106988084,-0.00025270271,4997.3418
79,24.0983601,5,0.01103778,-0.000252509693,4999.19434
80,26.0655746,5,0.0113768401,-0.00025234971,4999.86165
81,28.0327873,5,0.0117159262,-0.00025222142,5000.01465
82,-30,5,3.46547783e-33,-1.50329069e-33,5971.41748
83,-30,-3.18181825,4.34057313e-33,5.01519476e-34,4599.52946
84,-30,-1.36363637,4.23882859e-33,1.96320391e-34,4300.91895
85,-30,-0.454545468,4.25289264e-33,4.18786249e-35,4257.25195
86,-30,1.36363637,4.24294392e-33,-1.99891506e-34,4295.67155
87,-30,3.18181825,4.33912177e-33,-4.96354602e-34,4592.5083
88,-27.9599438,-1.12845433,0.000317830156,3.26220579e-05,4685.8775
89,-25.9201679,-0.943648517,0.000664545107,4.34102549e-05,4988.27677
90,-23.9896317,-0.97244978,0.00100173603,5.06071847e-05,5069.43994
91,-22.1353493,-0.988047957,0.00132601662,5.27099401e-05,5064.74756
92,-20.1292458,-0.974404156,0.00167515362,5.18011839e-05,5041.49382
93,-18.1266098,-0.975375473,0.00202234252,5.13374325e-05,5024.14551
94,-16.1191044,-0.976187289,0.00236951397,5.05566204e-05,5008.26864
95,-14.1059504,-0.977279842,0.00271637482,4.86233293e-05,4969.79305
96,-12.0476351,-1.01070619,0.00306723081,4.5413919e-05,4853.59424
97,-10.1486168,-1.00373256,0.00338057079,3.55906268e-05,4599.0485
98,-8.07933235,-1.00635612,0.00369614735,1.91485215e-05,4111.81938
99,-6.12215185,-1.01787746,0.00394780934,2.51514234e-06,3436.86003
100,-4.37301445,-1.13817132,0.00412903214,7.4862005e-06,3187.04506
101,-3.98445606,1.04928744,0.00414002687,-1.14293443e-05,2964.92729
102,-6.11106014,1.01419914,0.00394976838,-1.4928321e-06,3421.64347
103,-7.98634434,1.04817772,0.00371048134,-1.85402077e-05,4097.65047
104,-10.1849194,1.03758538,0.00337460567,-3.59983133e-05,4623.48356
105,-12.0241423,0.991795361,0.00307082385,-4.37912786e-05,4848.74674
106,-13.840764,1.06124151,0.00276180264,-5.16441723e-05,4959.38799
107,-15.8865376,1.04522324,0.00240957574,-5.33968923e-05,5004.64492
108,-17.8993397,1.04543018,0.00206164038,-5.44310751e-05,5021.74717
109,-19.9076195,1.0416081,0.00171367091,-5.48575626e-05,5037.95732
110,-22.1578789,0.969925404,0.00132205221,-5.14294516e-05,5064.99992
111,-24.0163345,0.992816687,0.000997148454,-5.13593732e-05,5068.40747
112,-25.9312515,0.967858016,0.000662845385,-4.42831333e-05,4988.62679
113,-28.2141113,1.32440674,0.000277085928,-3.4154531e-05,4630.38358
114,-1.90054238,2.89744496,0.00501589617,-0.000475819019,8968.05672
115,-4.21948814,3.1804688,0.00450623035,-9.693834e-05,6853.95966
116,-6.2566781,3.16377831,0.00409967732,-5.71999772e-05,5703.82938
117,-8.19960785,3.14480472,0.00374407391,-8.83716566e-05,5212.53446
118,-10.2375498,3.14077616,0.00338487024,-0.000124876286,5043.42076
119,-12.2127247,3.11989927,0.00304178707,-0.00014554261,5004.01011
120,-14.1833487,3.08505845,0.00270155165,-0.000154385198,4995.05071
121,-16.1734829,3.08113861,0.00235853856,-0.000158716779,4997.01004
122,-18.1615467,3.07581854,0.00201604143,-0.000160456038,4998.14872
123,-20.1499748,3.07127738,0.00167359516,-0.000161591001,4997.3674
124,-22.1470203,3.10175729,0.00132997276,-0.000163771358,4991.49184
125,-24.1202908,3.13270521,0.000990863307,-0.000161989825,4981.82903
126,-26.0276375,3.09014487,0.000661993865,-0.000144145626,4969.82164
127,-28.199276,3.2120316,0.000290532626,-9.13021213e-05,4850.81396
128,28.1521645,3.24283147,0.0117366053,-0.000161348711,5000.0076
129,26.1346092,3.09904099,0.0113888504,-0.000154042646,4999.99323
130,24.1171875,3.12750506,0.0110411169,-0.000155681264,4999.90513
131,22.1482468,3.10603046,0.0107017541,-0.000154778434,4999.75398
132,20.1582909,3.08324933,0.010358789,-0.000153807181,4999.41225
133,18.1698189,3.08724356,0.0100161172,-0.000153962872,4998.5256
134,16.1809845,3.09141612,0.00967340171,-0.000153095403,4996.97872
135,14.1917782,3.09578872,0.00933051202,-0.000149350744,4995.40946
136,12.215066,3.12835097,0.00898924004,-0.000140627613,5003.5353
137,10.2579775,3.16378307,0.00864922628,-0.000121029603,5052.51297
138,8.23985004,3.16797352,0.00829316583,-8.56277838e-05,5224.11419
139,6.26510286,3.16599226,0.00793269742,-5.28304663e-05,5703.0203
140,4.22357416,3.14843512,0.00753011182,-9.09733499e-05,6798.79633
141,1.88947213,2.89457941,0.00701386528,-0.000476000394,8899.7867
142,4.37305641,1.13818192,0.00790167879,-1.76061565e-06,3187.85944
143,6.12215996,1.01788497,0.00808294117,3.2513426e-06,3437.30461
144,8.07933235,1.00635755,0.00833462924,-1.33285257e-05,4112.16003
145,10.1486168,1.00373256,0.00865022931,-2.97040679e-05,4599.33276
146,12.0476351,1.01070619,0.00896358397,-3.9447561e-05,4853.56584
147,14.1059504,0.977279842,0.00931441505,-4.25273138e-05,4968.28377
148,16.1191044,0.976187289,0.00966109801,-4.42336277e-05,5002.39697
149,18.1266098,0.975375473,0.0100076757,-4.46261329e-05,5007.97689
150,20.1292458,0.974404156,0.0103533529,-4.45516744e-05,5005.8042
151,22.1353493,0.988047957,0.010699423,-4.51198757e-05,5003.0153
152,23.9896317,0.97244978,0.0110191628,-4.41787161e-05,5001.40316
153,25.9201679,0.943648517,0.0113519784,-4.25678736e-05,5000.53979
154,27.9599438,1.12845433,0.0117035806,-5.20141875e-05,5000.13226
155,3.98445535,-1.04928517,0.00789079722,1.71547417e-05,2964.3519
156,6.11105442,-1.0141964,0.00808105431,7.27616862e-06,3421.71948
157,7.98634195,-1.04817724,0.00832035765,2.43747982e-05,4097.90653
158,10.1849194,-1.03758538,0.0086562559,4.18905292e-05,4623.74788
159,12.0241423,-0.991795361,0.0089600496,4.97157453e-05,4848.71533
160,13.840764,-1.06124151,0.00926905777,5.75647755e-05,4958.24766
161,15.8865376,-1.04522324,0.00962114055,5.92191063e-05,4999.72285
162,17.8993397,-1.04543018,0.0099685723,5.99923987e-05,5007.75068
163,19.9076195,-1.0416081,0.0103152199,5.99925297e-05,5006.18281
164,22.1578789,-0.969925404,0.010703397,5.63315989e-05,5003.03507
165,24.0163345,-0.992816687,0.0110238586,5.75572303e-05,5001.40283
166,25.9312515,-0.967858016,0.0113539789,5.63259091e-05,5000.53849
167,28.2141113,-1.32440674,0.0117475064,7.48546372e-05,5000.09403
168,1.90054238,-2.89744496,0.00701513095,0.000481386611,8966.0306
169,4.21948814,-3.18046856,0.00752469571,0.000102636492,6853.65167
170,6.2566781,-3.16377831,0.00793122686,6.29843635e-05,5703.66051
171,8.19960785,-3.14480472,0.00828682166,9.4219482e-05,5212.46463
172,10.2375498,-3.14077616,0.00864601973,0.000130771645,5043.35742
173,12.2127247,-3.11989927,0.00898910034,0.000151439948,5003.90702
174,14.1833487,-3.08505845,0.00932934228,0.000160172945,4994.93422
175,16.1734829,-3.08113861,0.00967238564,0.000164154757,4997.00851
176,18.1615467,-3.07581854,0.0100149754,0.000165148958,4998.66051
177,20.1499748,-3.07127738,0.0103576425,0.000165151068,4999.47914
178,22.1470203,-3.10175729,0.0107018342,0.000166707789,4999.75963
179,24.1202908,-3.13270521,0.0110419448,0.000168286162,4999.89816
180,26.0276375,-3.09014487,0.0113707017,0.000166105368,4999.99756
181,28.199276,-3.2120316,0.0117450282,0.000172471773,5000.00579
182,-28.1521645,-3.24283147,0.000298844476,9.43059276e-05,4867.69427
183,-26.1346092,-3.09904099,0.000643914391,0.000142744859,4964.58956
184,-24.1171875,-3.12750506,0.000991425593,0.000161966382,4981.33245
185,-22.1482468,-3.10603046,0.00132987031,0.000164324461,4991.4774
186,-20.1582909,-3.08324933,0.00167228514,0.000162606928,4996.93813
187,-18.1698189,-3.08724356,0.00201471779,0.00016152412,4997.85317
188,-16.1809845,-3.09141612,0.0023573353,0.000159795411,4996.94622
189,-14.1917782,-3.09578872,0.00270019472,0.000155582995,4995.52853
190,-12.215066,-3.12835097,0.00304145925,0.000146631835,5003.64641
191,-10.2579775,-3.16378307,0.00338147441,0.000126917352,5052.58224
192,-8.23984909,-3.16797328,0.00373753929,9.14392658e-05,5224.15904
193,-6.2650938,-3.16599226,0.00409801211,5.85837261e-05,5703.12465
194,-4.22346735,-3.14836073,0.00450061401,9.66868174e-05,6799.21027
195,-1.88858306,-2.89011693,0.00501544029,0.000481407391,8898.37321
196,0.461231738,2.94608974,0.00635708496,-0.000895792211,16601.7741
197,0.461231738,-2.94608974,0.00635554921,0.000902084052,16627.7663
198,29.0163937,-5,0.0118859401,0.000264959264,5000.00635
199,27.049181,-5,0.0115468511,0.000264893722,4999.96989
200,25.0819664,-5,0.0112077724,0.00026485094,4999.60335
201,23.1147537,-5,0.0108687459,0.000264843868,4998.43245
202,21.147541,-5,0.0105298627,0.0002648503,4995.58626
203,19.1803284,-5,0.0101913074,0.000264726317,4989.84147
204,17.2131157,-5,0.00985335745,0.000263996102,4981.10286
205,15.2459021,-5,0.00951619074,0.000261461508,4974.80794
206,13.2786884,-5,0.00917911995,0.000254726765,4993.72314
207,11.3114758,-5,0.00883855764,0.000240107125,5102.42855
208,9.34426212,-5,0.00848340429,0.000214453466,5446.49626
209,7.37704897,-5,0.00808677077,0.000184955701,6299.81185
210,5.40983629,-5,0.00759911258,0.000194087203,7914.9305
211,3.4426229,-5,0.00696951523,0.000370453025,9446.41016
212,1.47540987,-5,0.00632452127,0.000860552886,8378.81689
213,0.491803288,-5,0.00611095829,0.00107727363,7208.33529
214,-1.47540987,-5,0.00570817897,0.000858606247,8379.02816
215,-3.4426229,-5,0.00506292656,0.000367252476,9446.39779
216,-5.40983629,-5,0.00443317788,0.000190299528,7922.08285
217,-7.37704897,-5,0.00394478859,0.000180214731,6304.79134
218,-9.34426212,-5,0.00354779116,0.000209410369,5451.25146
219,-11.3114758,-5,0.00319243129,0.000234846506,5103.61198
220,-13.2786884,-5,0.00285181007,0.000249510107,4993.84814
221,-15.2459021,-5,0.0025147344,0.000256414554,4973.99137
222,-17.2131157,-5,0.00217773602,0.000259389664,4975.11751
223,-19.1803284,-5,0.0018406423,0.000260895264,4968.88346
224,-21.147541,-5,0.00150475127,0.000261675246,4940.06608
225,-23.1147537,-5,0.00117244234,0.000260122062,4877.51628
226,-25.0819664,-5,0.000846726703,0.000250094192,4790.29004
227,-27.049181,-5,0.000528097386,0.00021544972,4773.83789
228,-29.0163937,-5,0.00019245295,0.000112993323,5253.83423
229,30,4.090909,0.0120550664,-0.000205098666,4999.99577
230,30,2.27272725,0.012055167,-0.000111080779,4999.99984
231,30,-0.454545468,0.0120553011,2.99488729e-05,5000.01709
232,30,-2.27272725,0.0120553803,0.00012396829,4999.99805
233,30,-4.090909,0.0120554501,0.000217986133,4999.99528
234,-29.0163937,5,0.000192413383,-0.000113130576,5251.70667
235,-27.049181,5,0.000527907338,-0.000215398613,4775.30469
236,-25.0819664,5,0.00084644038,-0.000250128796,4789.45231
237,-23.1147537,5,0.00117218203,-0.000259857799,4878.53516
238,-21.147541,5,0.00150455511,-0.000261310663,4940.5057
239,-19.1803284,5,0.00184046535,-0.000260463217,4969.07324
240,-17.2131157,5,0.00217757071,-0.000258887158,4975.29948
241,-15.2459021,5,0.00251458096,-0.000255841413,4974.23617
242,-13.2786884,5,0.00285169156,-0.00024888583,4994.41634
243,-11.3114758,5,0.00319231837,-0.000234212144,5103.11865
244,-9.34426212,5,0.00354751828,-0.000208581114,5446.96761
245,-7.37704897,5,0.0039441823,-0.000179137816,6300.15332
246,-5.40983629,5,0.00443186285,-0.000188343343,7915.13379
247,-3.4426229,5,0.00506146066,-0.000364800566,9446.19596
248,-1.47540987,5,0.00570637686,-0.000854874786,8375.85856
249,-0.491803288,5,0.00591996033,-0.00107157812,7205.47461
250,1.47540987,5,0.00632253243,-0.000852788158,8375.80387
251,3.4426229,5,0.00696782023,-0.000361502171,9445.84212
252,5.40983629,5,0.00759751908,-0.000184558128,7921.44401
253,7.37704897,5,0.00808586832,-0.000174426707,6304.34456
254,9.34426212,5,0.00848283153,-0.000203555188,5450.7653
255,11.3114758,5,0.00883814506,-0.00022889454,5102.92594
256,13.2786884,5,0.00917870272,-0.000243386152,4993.17074
257,15.2459021,5,0.00951573905,-0.000249953562,4974.59229
258,17.2131157,5,0.00985289831,-0.000252303813,4980.9904
259,19.1803284,5,0.0101908427,-0.00025285373,4989.77441
260,21.147541,5,0.0105293943,-0.000252794416,4995.55062
261,23.1147537,5,0.0108682765,-0.000252602476,4998.43278
262,25.0819664,5,0.011207304,-0.000252424681,4999.60872
263,27.049181,5,0.0115463817,-0.000252282509,4999.97201
264,29.0163937,5,0.0118854707,-0.000252163998,5000.0061
265,-30,-4.090909,4.41838278e-33,4.05542061e-34,5249.96549
266,-30,-2.27272725,4.28343309e-33,3.48647951e-34,4393.53581
267,-30,0.454545468,4.24856499e-33,-5.41242713e-35,4254.31755
268,-30,2.27272725,4.28940974e-33,-3.42475159e-34,4386.91162
269,-30,4.090909,4.4150767e-33,-4.00544465e-34,5247.97835
270,-1.09512317,-3.42035484,0.00551288249,0.000825275085,11588.778
271,1.10183597,-3.41636968,0.00652133115,0.000824434392,11600.3244
272,-1.09910619,3.4173615,0.0055110422,-0.00081979169,11598.7388
273,29.128933,-3.7361064,0.011905292,0.000199606526,4999.99447
274,-29.128933,3.7361064,0.000140303819,-6.0401253e-05,4824.5201
275,-29.1226501,-0.829440117,0.000132235888,1.01965625e-05,4375.86287
276,-29.0985279,-1.75495481,0.000136764982,2.47399876e-05,4454.06559
277,-29.1176643,-3.74046254,0.000142326506,6.12718213e-05,4827.26156
278,29.1176643,3.74046254,0.0119029991,-0.000187026599,4999.99455
279,29.1519928,-2.74031115,0.0119092287,0.000148113497,5000.00635
280,29.1744003,-0.889935434,0.0119130118,5.24266616e-05,5000.0437
281,29.1226501,0.829440117,0.0119040115,-3.64905172e-05,5000.04549
282,29.0985279,1.75495481,0.0118998075,-8.43534581e-05,5000.03328
283,-29.1519928,2.74031115,0.000130941829,-3.78817167e-05,4565.07064
284,-29.1744003,0.889935434,0.000124282888,-1.05230356e-05,4371.02702
285,29.1216621,2.73521519,0.0119037442,-0.000135043665,5000.00781
286,29.2094078,-0.0307343025,0.0119190067,7.99609916e-06,5000.04451
287,29.1618233,-1.80641401,0.0119108846,9.98201576e-05,5000.0271
288,-29.1216621,-2.73521519,0.000135868395,3.92219663e-05,4580.16252
289,-29.2094078,0.0307343025,0.000118440847,-3.37308165e-07,4336.93416
290,-29.1618233,1.80641401,0.000126990795,-2.37133136e-05,4435.91325
291,0.00115930755,3.90852809,0.00601558248,-0.00105422037,11179.8488
292,2.67477775,1.3047874,0.00776307238,-0.00011314662,3989.75749
293,1.09620059,3.42797947,0.00651629036,-0.000819831563,11573.5806
294,-2.67463374,-1.30476034,0.00426750537,0.000118879638,3988.2474
295,-2.83515668,1.48972285,0.00430457713,-0.000109530716,4177.92529
296,0.0014284983,-3.90570521,0.0060161585,0.00105980888,11193.7447
297,2.83515644,-1.48972225,0.0077263019,0.000115198316,4176.99886
298,2.61932468,0.176223487,0.00790198613,-1.49986672e-05,3562.07924
299,-2.61929893,-0.176218286,0.00412873458,2.06863006e-05,3562.48246
300,-3.12381983,3.94807625,0.00495563494,-0.000308631919,8810.87737
301,1.9439826,3.96998119,0.00668536359,-0.000611596392,9775.18708
302,3.12381983,-3.94807625,0.00707531162,0.000314268371,8810.82038
303,-1.94304681,-3.96722198,0.00534515455,0.000617378391,9779.37249
304,4.85965586,-4.16136885,0.00751678832,0.000146114267,7686.65584
305,6.81492376,-4.1379962,0.00797808543,0.000122699188,6268.75895
306,8.79162979,-4.1334095,0.00837528892,0.00015641145,5480.23307
307,10.7794609,-4.13095808,0.00873867143,0.000188269856,5139.08317
308,12.7534037,-4.12491512,0.00908448081,0.000206531055,5018.65031
309,18.678957,-4.11160707,0.0101047382,0.000218787944,4992.09806
310,22.6319141,-4.11181021,0.0107855164,0.000218932983,4998.45809
311,26.5586414,-4.0810194,0.0114622694,0.000217359266,4999.90894
312,-4.85965586,4.16136885,0.0045141587,-0.000140392542,7686.79858
313,-6.81492376,4.1379962,0.00405284623,-0.00011689758,6268.99967
314,-8.79162979,4.1334095,0.00365562458,-0.000150548804,5480.52116
